,Series_Title,Released_Year,Certificate,Genre,All_Stars,runtime_in_minutes,IMDB_Rating,Meta_score,Director,No_of_Votes,Gross
546,In the Heat of the Night,1967,U,Mystery,Lee Grant,110,7.9,75.0,Norman Jewison,67804,"24,379,978"
547,Charade,1963,U,Comedy,Cary Grant,113,7.9,83.0,Stanley Donen,68689,"13,474,588"
547,Charade,1963,U,Comedy,Audrey Hepburn,113,7.9,83.0,Stanley Donen,68689,"13,474,588"
547,Charade,1963,U,Comedy,Walter Matthau,113,7.9,83.0,Stanley Donen,68689,"13,474,588"
547,Charade,1963,U,Comedy,James Coburn,113,7.9,83.0,Stanley Donen,68689,"13,474,588"
547,Charade,1963,U,Mystery,Cary Grant,113,7.9,83.0,Stanley Donen,68689,"13,474,588"
547,Charade,1963,U,Mystery,Audrey Hepburn,113,7.9,83.0,Stanley Donen,68689,"13,474,588"
547,Charade,1963,U,Mystery,Walter Matthau,113,7.9,83.0,Stanley Donen,68689,"13,474,588"
547,Charade,1963,U,Mystery,James Coburn,113,7.9,83.0,Stanley Donen,68689,"13,474,588"
547,Charade,1963,U,Romance,Cary Grant,113,7.9,83.0,Stanley Donen,68689,"13,474,588"
547,Charade,1963,U,Romance,Audrey Hepburn,113,7.9,83.0,Stanley Donen,68689,"13,474,588"
547,Charade,1963,U,Romance,Walter Matthau,113,7.9,83.0,Stanley Donen,68689,"13,474,588"
547,Charade,1963,U,Romance,James Coburn,113,7.9,83.0,Stanley Donen,68689,"13,474,588"
548,The Manchurian Candidate,1962,PG-13,Drama,Frank Sinatra,126,7.9,94.0,John Frankenheimer,71122,
548,The Manchurian Candidate,1962,PG-13,Drama,Laurence Harvey,126,7.9,94.0,John Frankenheimer,71122,
548,The Manchurian Candidate,1962,PG-13,Drama,Janet Leigh,126,7.9,94.0,John Frankenheimer,71122,
548,The Manchurian Candidate,1962,PG-13,Drama,Angela Lansbury,126,7.9,94.0,John Frankenheimer,71122,
548,The Manchurian Candidate,1962,PG-13,Thriller,Frank Sinatra,126,7.9,94.0,John Frankenheimer,71122,
548,The Manchurian Candidate,1962,PG-13,Thriller,Laurence Harvey,126,7.9,94.0,John Frankenheimer,71122,
548,The Manchurian Candidate,1962,PG-13,Thriller,Janet Leigh,126,7.9,94.0,John Frankenheimer,71122,
548,The Manchurian Candidate,1962,PG-13,Thriller,Angela Lansbury,126,7.9,94.0,John Frankenheimer,71122,
549,Spartacus,1960,A,Adventure,Kirk Douglas,197,7.9,87.0,Stanley Kubrick,124339,"30,000,000"
549,Spartacus,1960,A,Adventure,Laurence Olivier,197,7.9,87.0,Stanley Kubrick,124339,"30,000,000"
549,Spartacus,1960,A,Adventure,Jean Simmons,197,7.9,87.0,Stanley Kubrick,124339,"30,000,000"
549,Spartacus,1960,A,Adventure,Charles Laughton,197,7.9,87.0,Stanley Kubrick,124339,"30,000,000"
549,Spartacus,1960,A,Biography,Kirk Douglas,197,7.9,87.0,Stanley Kubrick,124339,"30,000,000"
549,Spartacus,1960,A,Biography,Laurence Olivier,197,7.9,87.0,Stanley Kubrick,124339,"30,000,000"
549,Spartacus,1960,A,Biography,Jean Simmons,197,7.9,87.0,Stanley Kubrick,124339,"30,000,000"
549,Spartacus,1960,A,Biography,Charles Laughton,197,7.9,87.0,Stanley Kubrick,124339,"30,000,000"
549,Spartacus,1960,A,Drama,Kirk Douglas,197,7.9,87.0,Stanley Kubrick,124339,"30,000,000"
549,Spartacus,1960,A,Drama,Laurence Olivier,197,7.9,87.0,Stanley Kubrick,124339,"30,000,000"
549,Spartacus,1960,A,Drama,Jean Simmons,197,7.9,87.0,Stanley Kubrick,124339,"30,000,000"
549,Spartacus,1960,A,Drama,Charles Laughton,197,7.9,87.0,Stanley Kubrick,124339,"30,000,000"
550,L'avventura,1960,U,Drama,Gabriele Ferzetti,144,7.9,,Michelangelo Antonioni,26542,
550,L'avventura,1960,U,Drama,Monica Vitti,144,7.9,,Michelangelo Antonioni,26542,
550,L'avventura,1960,U,Drama,Lea Massari,144,7.9,,Michelangelo Antonioni,26542,
550,L'avventura,1960,U,Drama,Dominique Blanchar,144,7.9,,Michelangelo Antonioni,26542,
550,L'avventura,1960,U,Mystery,Gabriele Ferzetti,144,7.9,,Michelangelo Antonioni,26542,
550,L'avventura,1960,U,Mystery,Monica Vitti,144,7.9,,Michelangelo Antonioni,26542,
550,L'avventura,1960,U,Mystery,Lea Massari,144,7.9,,Michelangelo Antonioni,26542,
550,L'avventura,1960,U,Mystery,Dominique Blanchar,144,7.9,,Michelangelo Antonioni,26542,
551,Hiroshima mon amour,1959,,Drama,Emmanuelle Riva,90,7.9,,Alain Resnais,28421,"88,300"
551,Hiroshima mon amour,1959,,Drama,Eiji Okada,90,7.9,,Alain Resnais,28421,"88,300"
551,Hiroshima mon amour,1959,,Drama,Stella Dassas,90,7.9,,Alain Resnais,28421,"88,300"
551,Hiroshima mon amour,1959,,Drama,Pierre Barbaud,90,7.9,,Alain Resnais,28421,"88,300"
551,Hiroshima mon amour,1959,,Romance,Emmanuelle Riva,90,7.9,,Alain Resnais,28421,"88,300"
551,Hiroshima mon amour,1959,,Romance,Eiji Okada,90,7.9,,Alain Resnais,28421,"88,300"
551,Hiroshima mon amour,1959,,Romance,Stella Dassas,90,7.9,,Alain Resnais,28421,"88,300"
551,Hiroshima mon amour,1959,,Romance,Pierre Barbaud,90,7.9,,Alain Resnais,28421,"88,300"
552,The Ten Commandments,1956,U,Adventure,Charlton Heston,220,7.9,,Cecil B. DeMille,63560,"93,740,000"
552,The Ten Commandments,1956,U,Adventure,Yul Brynner,220,7.9,,Cecil B. DeMille,63560,"93,740,000"
552,The Ten Commandments,1956,U,Adventure,Anne Baxter,220,7.9,,Cecil B. DeMille,63560,"93,740,000"
552,The Ten Commandments,1956,U,Adventure,Edward G. Robinson,220,7.9,,Cecil B. DeMille,63560,"93,740,000"
552,The Ten Commandments,1956,U,Drama,Charlton Heston,220,7.9,,Cecil B. DeMille,63560,"93,740,000"
552,The Ten Commandments,1956,U,Drama,Yul Brynner,220,7.9,,Cecil B. DeMille,63560,"93,740,000"
552,The Ten Commandments,1956,U,Drama,Anne Baxter,220,7.9,,Cecil B. DeMille,63560,"93,740,000"
552,The Ten Commandments,1956,U,Drama,Edward G. Robinson,220,7.9,,Cecil B. DeMille,63560,"93,740,000"
553,The Searchers,1956,Passed,Adventure,John Wayne,119,7.9,94.0,John Ford,80316,
553,The Searchers,1956,Passed,Adventure,Jeffrey Hunter,119,7.9,94.0,John Ford,80316,
553,The Searchers,1956,Passed,Adventure,Vera Miles,119,7.9,94.0,John Ford,80316,
553,The Searchers,1956,Passed,Adventure,Ward Bond,119,7.9,94.0,John Ford,80316,
553,The Searchers,1956,Passed,Drama,John Wayne,119,7.9,94.0,John Ford,80316,
553,The Searchers,1956,Passed,Drama,Jeffrey Hunter,119,7.9,94.0,John Ford,80316,
553,The Searchers,1956,Passed,Drama,Vera Miles,119,7.9,94.0,John Ford,80316,
553,The Searchers,1956,Passed,Drama,Ward Bond,119,7.9,94.0,John Ford,80316,
553,The Searchers,1956,Passed,Western,John Wayne,119,7.9,94.0,John Ford,80316,
553,The Searchers,1956,Passed,Western,Jeffrey Hunter,119,7.9,94.0,John Ford,80316,
553,The Searchers,1956,Passed,Western,Vera Miles,119,7.9,94.0,John Ford,80316,
553,The Searchers,1956,Passed,Western,Ward Bond,119,7.9,94.0,John Ford,80316,
554,East of Eden,1955,U,Drama,James Dean,118,7.9,72.0,Elia Kazan,40313,
554,East of Eden,1955,U,Drama,Raymond Massey,118,7.9,72.0,Elia Kazan,40313,
554,East of Eden,1955,U,Drama,Julie Harris,118,7.9,72.0,Elia Kazan,40313,
554,East of Eden,1955,U,Drama,Burl Ives,118,7.9,72.0,Elia Kazan,40313,
555,High Noon,1952,PG,Drama,Gary Cooper,85,7.9,89.0,Fred Zinnemann,97222,"9,450,000"
555,High Noon,1952,PG,Drama,Grace Kelly,85,7.9,89.0,Fred Zinnemann,97222,"9,450,000"
555,High Noon,1952,PG,Drama,Thomas Mitchell,85,7.9,89.0,Fred Zinnemann,97222,"9,450,000"
555,High Noon,1952,PG,Drama,Lloyd Bridges,85,7.9,89.0,Fred Zinnemann,97222,"9,450,000"
555,High Noon,1952,PG,Thriller,Gary Cooper,85,7.9,89.0,Fred Zinnemann,97222,"9,450,000"
555,High Noon,1952,PG,Thriller,Grace Kelly,85,7.9,89.0,Fred Zinnemann,97222,"9,450,000"
555,High Noon,1952,PG,Thriller,Thomas Mitchell,85,7.9,89.0,Fred Zinnemann,97222,"9,450,000"
555,High Noon,1952,PG,Thriller,Lloyd Bridges,85,7.9,89.0,Fred Zinnemann,97222,"9,450,000"
555,High Noon,1952,PG,Western,Gary Cooper,85,7.9,89.0,Fred Zinnemann,97222,"9,450,000"
555,High Noon,1952,PG,Western,Grace Kelly,85,7.9,89.0,Fred Zinnemann,97222,"9,450,000"
555,High Noon,1952,PG,Western,Thomas Mitchell,85,7.9,89.0,Fred Zinnemann,97222,"9,450,000"
555,High Noon,1952,PG,Western,Lloyd Bridges,85,7.9,89.0,Fred Zinnemann,97222,"9,450,000"
556,Strangers on a Train,1951,A,Crime,Farley Granger,101,7.9,88.0,Alfred Hitchcock,123341,"7,630,000"
556,Strangers on a Train,1951,A,Crime,Robert Walker,101,7.9,88.0,Alfred Hitchcock,123341,"7,630,000"
556,Strangers on a Train,1951,A,Crime,Ruth Roman,101,7.9,88.0,Alfred Hitchcock,123341,"7,630,000"
556,Strangers on a Train,1951,A,Crime,Leo G. Carroll,101,7.9,88.0,Alfred Hitchcock,123341,"7,630,000"
556,Strangers on a Train,1951,A,Film-Noir,Farley Granger,101,7.9,88.0,Alfred Hitchcock,123341,"7,630,000"
556,Strangers on a Train,1951,A,Film-Noir,Robert Walker,101,7.9,88.0,Alfred Hitchcock,123341,"7,630,000"
556,Strangers on a Train,1951,A,Film-Noir,Ruth Roman,101,7.9,88.0,Alfred Hitchcock,123341,"7,630,000"
556,Strangers on a Train,1951,A,Film-Noir,Leo G. Carroll,101,7.9,88.0,Alfred Hitchcock,123341,"7,630,000"
556,Strangers on a Train,1951,A,Thriller,Farley Granger,101,7.9,88.0,Alfred Hitchcock,123341,"7,630,000"
556,Strangers on a Train,1951,A,Thriller,Robert Walker,101,7.9,88.0,Alfred Hitchcock,123341,"7,630,000"
556,Strangers on a Train,1951,A,Thriller,Ruth Roman,101,7.9,88.0,Alfred Hitchcock,123341,"7,630,000"
556,Strangers on a Train,1951,A,Thriller,Leo G. Carroll,101,7.9,88.0,Alfred Hitchcock,123341,"7,630,000"
557,Harvey,1950,Approved,Comedy,James Stewart,104,7.9,,Henry Koster,52573,
557,Harvey,1950,Approved,Comedy,Wallace Ford,104,7.9,,Henry Koster,52573,
557,Harvey,1950,Approved,Comedy,William H. Lynn,104,7.9,,Henry Koster,52573,
557,Harvey,1950,Approved,Comedy,Victoria Horne,104,7.9,,Henry Koster,52573,
557,Harvey,1950,Approved,Drama,James Stewart,104,7.9,,Henry Koster,52573,
557,Harvey,1950,Approved,Drama,Wallace Ford,104,7.9,,Henry Koster,52573,
557,Harvey,1950,Approved,Drama,William H. Lynn,104,7.9,,Henry Koster,52573,
557,Harvey,1950,Approved,Drama,Victoria Horne,104,7.9,,Henry Koster,52573,
557,Harvey,1950,Approved,Fantasy,James Stewart,104,7.9,,Henry Koster,52573,
557,Harvey,1950,Approved,Fantasy,Wallace Ford,104,7.9,,Henry Koster,52573,
557,Harvey,1950,Approved,Fantasy,William H. Lynn,104,7.9,,Henry Koster,52573,
557,Harvey,1950,Approved,Fantasy,Victoria Horne,104,7.9,,Henry Koster,52573,
558,Miracle on 34th Street,1947,,Comedy,Edmund Gwenn,96,7.9,88.0,George Seaton,41625,"2,650,000"
558,Miracle on 34th Street,1947,,Comedy,Maureen O'Hara,96,7.9,88.0,George Seaton,41625,"2,650,000"
558,Miracle on 34th Street,1947,,Comedy,John Payne,96,7.9,88.0,George Seaton,41625,"2,650,000"
558,Miracle on 34th Street,1947,,Comedy,Gene Lockhart,96,7.9,88.0,George Seaton,41625,"2,650,000"
558,Miracle on 34th Street,1947,,Drama,Edmund Gwenn,96,7.9,88.0,George Seaton,41625,"2,650,000"
558,Miracle on 34th Street,1947,,Drama,Maureen O'Hara,96,7.9,88.0,George Seaton,41625,"2,650,000"
558,Miracle on 34th Street,1947,,Drama,John Payne,96,7.9,88.0,George Seaton,41625,"2,650,000"
558,Miracle on 34th Street,1947,,Drama,Gene Lockhart,96,7.9,88.0,George Seaton,41625,"2,650,000"
558,Miracle on 34th Street,1947,,Family,Edmund Gwenn,96,7.9,88.0,George Seaton,41625,"2,650,000"
558,Miracle on 34th Street,1947,,Family,Maureen O'Hara,96,7.9,88.0,George Seaton,41625,"2,650,000"
558,Miracle on 34th Street,1947,,Family,John Payne,96,7.9,88.0,George Seaton,41625,"2,650,000"
558,Miracle on 34th Street,1947,,Family,Gene Lockhart,96,7.9,88.0,George Seaton,41625,"2,650,000"
559,Notorious,1946,U,Drama,Cary Grant,102,7.9,100.0,Alfred Hitchcock,92306,"10,464,000"
559,Notorious,1946,U,Drama,Ingrid Bergman,102,7.9,100.0,Alfred Hitchcock,92306,"10,464,000"
559,Notorious,1946,U,Drama,Claude Rains,102,7.9,100.0,Alfred Hitchcock,92306,"10,464,000"
559,Notorious,1946,U,Drama,Louis Calhern,102,7.9,100.0,Alfred Hitchcock,92306,"10,464,000"
559,Notorious,1946,U,Film-Noir,Cary Grant,102,7.9,100.0,Alfred Hitchcock,92306,"10,464,000"
559,Notorious,1946,U,Film-Noir,Ingrid Bergman,102,7.9,100.0,Alfred Hitchcock,92306,"10,464,000"
559,Notorious,1946,U,Film-Noir,Claude Rains,102,7.9,100.0,Alfred Hitchcock,92306,"10,464,000"
559,Notorious,1946,U,Film-Noir,Louis Calhern,102,7.9,100.0,Alfred Hitchcock,92306,"10,464,000"
559,Notorious,1946,U,Romance,Cary Grant,102,7.9,100.0,Alfred Hitchcock,92306,"10,464,000"
559,Notorious,1946,U,Romance,Ingrid Bergman,102,7.9,100.0,Alfred Hitchcock,92306,"10,464,000"
559,Notorious,1946,U,Romance,Claude Rains,102,7.9,100.0,Alfred Hitchcock,92306,"10,464,000"
559,Notorious,1946,U,Romance,Louis Calhern,102,7.9,100.0,Alfred Hitchcock,92306,"10,464,000"
560,The Big Sleep,1946,Passed,Crime,Humphrey Bogart,114,7.9,,Howard Hawks,78796,"6,540,000"
560,The Big Sleep,1946,Passed,Crime,Lauren Bacall,114,7.9,,Howard Hawks,78796,"6,540,000"
560,The Big Sleep,1946,Passed,Crime,John Ridgely,114,7.9,,Howard Hawks,78796,"6,540,000"
560,The Big Sleep,1946,Passed,Crime,Martha Vickers,114,7.9,,Howard Hawks,78796,"6,540,000"
560,The Big Sleep,1946,Passed,Film-Noir,Humphrey Bogart,114,7.9,,Howard Hawks,78796,"6,540,000"
560,The Big Sleep,1946,Passed,Film-Noir,Lauren Bacall,114,7.9,,Howard Hawks,78796,"6,540,000"
560,The Big Sleep,1946,Passed,Film-Noir,John Ridgely,114,7.9,,Howard Hawks,78796,"6,540,000"
560,The Big Sleep,1946,Passed,Film-Noir,Martha Vickers,114,7.9,,Howard Hawks,78796,"6,540,000"
560,The Big Sleep,1946,Passed,Mystery,Humphrey Bogart,114,7.9,,Howard Hawks,78796,"6,540,000"
560,The Big Sleep,1946,Passed,Mystery,Lauren Bacall,114,7.9,,Howard Hawks,78796,"6,540,000"
560,The Big Sleep,1946,Passed,Mystery,John Ridgely,114,7.9,,Howard Hawks,78796,"6,540,000"
560,The Big Sleep,1946,Passed,Mystery,Martha Vickers,114,7.9,,Howard Hawks,78796,"6,540,000"
561,The Lost Weekend,1945,Passed,Drama,Ray Milland,101,7.9,,Billy Wilder,33549,"9,460,000"
561,The Lost Weekend,1945,Passed,Drama,Jane Wyman,101,7.9,,Billy Wilder,33549,"9,460,000"
561,The Lost Weekend,1945,Passed,Drama,Phillip Terry,101,7.9,,Billy Wilder,33549,"9,460,000"
561,The Lost Weekend,1945,Passed,Drama,Howard Da Silva,101,7.9,,Billy Wilder,33549,"9,460,000"
561,The Lost Weekend,1945,Passed,Film-Noir,Ray Milland,101,7.9,,Billy Wilder,33549,"9,460,000"
561,The Lost Weekend,1945,Passed,Film-Noir,Jane Wyman,101,7.9,,Billy Wilder,33549,"9,460,000"
561,The Lost Weekend,1945,Passed,Film-Noir,Phillip Terry,101,7.9,,Billy Wilder,33549,"9,460,000"
561,The Lost Weekend,1945,Passed,Film-Noir,Howard Da Silva,101,7.9,,Billy Wilder,33549,"9,460,000"
562,The Philadelphia Story,1940,,Comedy,Cary Grant,112,7.9,96.0,George Cukor,63550,
562,The Philadelphia Story,1940,,Comedy,Katharine Hepburn,112,7.9,96.0,George Cukor,63550,
562,The Philadelphia Story,1940,,Comedy,James Stewart,112,7.9,96.0,George Cukor,63550,
562,The Philadelphia Story,1940,,Comedy,Ruth Hussey,112,7.9,96.0,George Cukor,63550,
562,The Philadelphia Story,1940,,Romance,Cary Grant,112,7.9,96.0,George Cukor,63550,
562,The Philadelphia Story,1940,,Romance,Katharine Hepburn,112,7.9,96.0,George Cukor,63550,
562,The Philadelphia Story,1940,,Romance,James Stewart,112,7.9,96.0,George Cukor,63550,
562,The Philadelphia Story,1940,,Romance,Ruth Hussey,112,7.9,96.0,George Cukor,63550,
563,His Girl Friday,1940,Passed,Comedy,Cary Grant,92,7.9,,Howard Hawks,53667,"296,000"
563,His Girl Friday,1940,Passed,Comedy,Rosalind Russell,92,7.9,,Howard Hawks,53667,"296,000"
563,His Girl Friday,1940,Passed,Comedy,Ralph Bellamy,92,7.9,,Howard Hawks,53667,"296,000"
563,His Girl Friday,1940,Passed,Comedy,Gene Lockhart,92,7.9,,Howard Hawks,53667,"296,000"
563,His Girl Friday,1940,Passed,Drama,Cary Grant,92,7.9,,Howard Hawks,53667,"296,000"
563,His Girl Friday,1940,Passed,Drama,Rosalind Russell,92,7.9,,Howard Hawks,53667,"296,000"
563,His Girl Friday,1940,Passed,Drama,Ralph Bellamy,92,7.9,,Howard Hawks,53667,"296,000"
563,His Girl Friday,1940,Passed,Drama,Gene Lockhart,92,7.9,,Howard Hawks,53667,"296,000"
563,His Girl Friday,1940,Passed,Romance,Cary Grant,92,7.9,,Howard Hawks,53667,"296,000"
563,His Girl Friday,1940,Passed,Romance,Rosalind Russell,92,7.9,,Howard Hawks,53667,"296,000"
563,His Girl Friday,1940,Passed,Romance,Ralph Bellamy,92,7.9,,Howard Hawks,53667,"296,000"
563,His Girl Friday,1940,Passed,Romance,Gene Lockhart,92,7.9,,Howard Hawks,53667,"296,000"
564,The Adventures of Robin Hood,1938,PG,Action,William Keighley,102,7.9,97.0,Michael Curtiz,47175,"3,981,000"
564,The Adventures of Robin Hood,1938,PG,Action,Errol Flynn,102,7.9,97.0,Michael Curtiz,47175,"3,981,000"
564,The Adventures of Robin Hood,1938,PG,Action,Olivia de Havilland,102,7.9,97.0,Michael Curtiz,47175,"3,981,000"
564,The Adventures of Robin Hood,1938,PG,Action,Basil Rathbone,102,7.9,97.0,Michael Curtiz,47175,"3,981,000"
564,The Adventures of Robin Hood,1938,PG,Adventure,William Keighley,102,7.9,97.0,Michael Curtiz,47175,"3,981,000"
564,The Adventures of Robin Hood,1938,PG,Adventure,Errol Flynn,102,7.9,97.0,Michael Curtiz,47175,"3,981,000"
564,The Adventures of Robin Hood,1938,PG,Adventure,Olivia de Havilland,102,7.9,97.0,Michael Curtiz,47175,"3,981,000"
564,The Adventures of Robin Hood,1938,PG,Adventure,Basil Rathbone,102,7.9,97.0,Michael Curtiz,47175,"3,981,000"
564,The Adventures of Robin Hood,1938,PG,Romance,William Keighley,102,7.9,97.0,Michael Curtiz,47175,"3,981,000"
564,The Adventures of Robin Hood,1938,PG,Romance,Errol Flynn,102,7.9,97.0,Michael Curtiz,47175,"3,981,000"
564,The Adventures of Robin Hood,1938,PG,Romance,Olivia de Havilland,102,7.9,97.0,Michael Curtiz,47175,"3,981,000"
564,The Adventures of Robin Hood,1938,PG,Romance,Basil Rathbone,102,7.9,97.0,Michael Curtiz,47175,"3,981,000"
565,A Night at the Opera,1935,Passed,Comedy,Edmund Goulding,96,7.9,,Sam Wood,30580,"2,537,520"
565,A Night at the Opera,1935,Passed,Comedy,Groucho Marx,96,7.9,,Sam Wood,30580,"2,537,520"
565,A Night at the Opera,1935,Passed,Comedy,Chico Marx,96,7.9,,Sam Wood,30580,"2,537,520"
565,A Night at the Opera,1935,Passed,Comedy,Harpo Marx,96,7.9,,Sam Wood,30580,"2,537,520"
565,A Night at the Opera,1935,Passed,Music,Edmund Goulding,96,7.9,,Sam Wood,30580,"2,537,520"
565,A Night at the Opera,1935,Passed,Music,Groucho Marx,96,7.9,,Sam Wood,30580,"2,537,520"
565,A Night at the Opera,1935,Passed,Music,Chico Marx,96,7.9,,Sam Wood,30580,"2,537,520"
565,A Night at the Opera,1935,Passed,Music,Harpo Marx,96,7.9,,Sam Wood,30580,"2,537,520"
565,A Night at the Opera,1935,Passed,Musical,Edmund Goulding,96,7.9,,Sam Wood,30580,"2,537,520"
565,A Night at the Opera,1935,Passed,Musical,Groucho Marx,96,7.9,,Sam Wood,30580,"2,537,520"
565,A Night at the Opera,1935,Passed,Musical,Chico Marx,96,7.9,,Sam Wood,30580,"2,537,520"
565,A Night at the Opera,1935,Passed,Musical,Harpo Marx,96,7.9,,Sam Wood,30580,"2,537,520"
566,King Kong,1933,Passed,Adventure,Ernest B. Schoedsack,100,7.9,90.0,Merian C. Cooper,78991,"10,000,000"
566,King Kong,1933,Passed,Adventure,Fay Wray,100,7.9,90.0,Merian C. Cooper,78991,"10,000,000"
566,King Kong,1933,Passed,Adventure,Robert Armstrong,100,7.9,90.0,Merian C. Cooper,78991,"10,000,000"
566,King Kong,1933,Passed,Adventure,Bruce Cabot,100,7.9,90.0,Merian C. Cooper,78991,"10,000,000"
566,King Kong,1933,Passed,Horror,Ernest B. Schoedsack,100,7.9,90.0,Merian C. Cooper,78991,"10,000,000"
566,King Kong,1933,Passed,Horror,Fay Wray,100,7.9,90.0,Merian C. Cooper,78991,"10,000,000"
566,King Kong,1933,Passed,Horror,Robert Armstrong,100,7.9,90.0,Merian C. Cooper,78991,"10,000,000"
566,King Kong,1933,Passed,Horror,Bruce Cabot,100,7.9,90.0,Merian C. Cooper,78991,"10,000,000"
566,King Kong,1933,Passed,Sci-Fi,Ernest B. Schoedsack,100,7.9,90.0,Merian C. Cooper,78991,"10,000,000"
566,King Kong,1933,Passed,Sci-Fi,Fay Wray,100,7.9,90.0,Merian C. Cooper,78991,"10,000,000"
566,King Kong,1933,Passed,Sci-Fi,Robert Armstrong,100,7.9,90.0,Merian C. Cooper,78991,"10,000,000"
566,King Kong,1933,Passed,Sci-Fi,Bruce Cabot,100,7.9,90.0,Merian C. Cooper,78991,"10,000,000"
567,Freaks,1932,,Drama,Wallace Ford,64,7.9,80.0,Tod Browning,42117,
567,Freaks,1932,,Drama,Leila Hyams,64,7.9,80.0,Tod Browning,42117,
567,Freaks,1932,,Drama,Olga Baclanova,64,7.9,80.0,Tod Browning,42117,
567,Freaks,1932,,Drama,Roscoe Ates,64,7.9,80.0,Tod Browning,42117,
567,Freaks,1932,,Horror,Wallace Ford,64,7.9,80.0,Tod Browning,42117,
567,Freaks,1932,,Horror,Leila Hyams,64,7.9,80.0,Tod Browning,42117,
567,Freaks,1932,,Horror,Olga Baclanova,64,7.9,80.0,Tod Browning,42117,
567,Freaks,1932,,Horror,Roscoe Ates,64,7.9,80.0,Tod Browning,42117,
568,Nosferatu,1922,,Fantasy,Max Schreck,94,7.9,,F.W. Murnau,88794,
568,Nosferatu,1922,,Fantasy,Alexander Granach,94,7.9,,F.W. Murnau,88794,
568,Nosferatu,1922,,Fantasy,Gustav von Wangenheim,94,7.9,,F.W. Murnau,88794,
568,Nosferatu,1922,,Fantasy,Greta Schröder,94,7.9,,F.W. Murnau,88794,
568,Nosferatu,1922,,Horror,Max Schreck,94,7.9,,F.W. Murnau,88794,
568,Nosferatu,1922,,Horror,Alexander Granach,94,7.9,,F.W. Murnau,88794,
568,Nosferatu,1922,,Horror,Gustav von Wangenheim,94,7.9,,F.W. Murnau,88794,
568,Nosferatu,1922,,Horror,Greta Schröder,94,7.9,,F.W. Murnau,88794,
569,The Gentlemen,2019,A,Action,Matthew McConaughey,113,7.8,51.0,Guy Ritchie,237392,
569,The Gentlemen,2019,A,Action,Charlie Hunnam,113,7.8,51.0,Guy Ritchie,237392,
569,The Gentlemen,2019,A,Action,Michelle Dockery,113,7.8,51.0,Guy Ritchie,237392,
569,The Gentlemen,2019,A,Action,Jeremy Strong,113,7.8,51.0,Guy Ritchie,237392,
569,The Gentlemen,2019,A,Comedy,Matthew McConaughey,113,7.8,51.0,Guy Ritchie,237392,
569,The Gentlemen,2019,A,Comedy,Charlie Hunnam,113,7.8,51.0,Guy Ritchie,237392,
569,The Gentlemen,2019,A,Comedy,Michelle Dockery,113,7.8,51.0,Guy Ritchie,237392,
569,The Gentlemen,2019,A,Comedy,Jeremy Strong,113,7.8,51.0,Guy Ritchie,237392,
569,The Gentlemen,2019,A,Crime,Matthew McConaughey,113,7.8,51.0,Guy Ritchie,237392,
569,The Gentlemen,2019,A,Crime,Charlie Hunnam,113,7.8,51.0,Guy Ritchie,237392,
569,The Gentlemen,2019,A,Crime,Michelle Dockery,113,7.8,51.0,Guy Ritchie,237392,
569,The Gentlemen,2019,A,Crime,Jeremy Strong,113,7.8,51.0,Guy Ritchie,237392,
570,Raazi,2018,UA,Action,Alia Bhatt,138,7.8,,Meghna Gulzar,25344,
570,Raazi,2018,UA,Action,Vicky Kaushal,138,7.8,,Meghna Gulzar,25344,
570,Raazi,2018,UA,Action,Rajit Kapoor,138,7.8,,Meghna Gulzar,25344,
570,Raazi,2018,UA,Action,Shishir Sharma,138,7.8,,Meghna Gulzar,25344,
570,Raazi,2018,UA,Drama,Alia Bhatt,138,7.8,,Meghna Gulzar,25344,
570,Raazi,2018,UA,Drama,Vicky Kaushal,138,7.8,,Meghna Gulzar,25344,
570,Raazi,2018,UA,Drama,Rajit Kapoor,138,7.8,,Meghna Gulzar,25344,
570,Raazi,2018,UA,Drama,Shishir Sharma,138,7.8,,Meghna Gulzar,25344,
570,Raazi,2018,UA,Thriller,Alia Bhatt,138,7.8,,Meghna Gulzar,25344,
570,Raazi,2018,UA,Thriller,Vicky Kaushal,138,7.8,,Meghna Gulzar,25344,
570,Raazi,2018,UA,Thriller,Rajit Kapoor,138,7.8,,Meghna Gulzar,25344,
570,Raazi,2018,UA,Thriller,Shishir Sharma,138,7.8,,Meghna Gulzar,25344,
571,Sound of Metal,2019,R,Drama,Riz Ahmed,120,7.8,81.0,Darius Marder,27187,
571,Sound of Metal,2019,R,Drama,Olivia Cooke,120,7.8,81.0,Darius Marder,27187,
571,Sound of Metal,2019,R,Drama,Paul Raci,120,7.8,81.0,Darius Marder,27187,
571,Sound of Metal,2019,R,Drama,Lauren Ridloff,120,7.8,81.0,Darius Marder,27187,
571,Sound of Metal,2019,R,Music,Riz Ahmed,120,7.8,81.0,Darius Marder,27187,
571,Sound of Metal,2019,R,Music,Olivia Cooke,120,7.8,81.0,Darius Marder,27187,
571,Sound of Metal,2019,R,Music,Paul Raci,120,7.8,81.0,Darius Marder,27187,
571,Sound of Metal,2019,R,Music,Lauren Ridloff,120,7.8,81.0,Darius Marder,27187,
572,Forushande,2016,UA,Drama,Shahab Hosseini,124,7.8,85.0,Asghar Farhadi,51240,"2,402,067"
572,Forushande,2016,UA,Drama,Taraneh Alidoosti,124,7.8,85.0,Asghar Farhadi,51240,"2,402,067"
